company_name,company_url,company_website_url,location,tags,founding_date,founders,employee_range,urls,emails,phones,description_short,description
Watsons,https://e27.co/startups/watsons/,http://www.watsons.com.my/,Malaysia,"Consumer, Healthtech, Retail",,,,http://www.twitter.com/watsonmalaysiahttps://www.facebook.com/watsonsmalaysia?fref=tshttps://ph.linkedin.com/company/watson%27s-personal-care-stores-sdn.-bhd.,,,"Watsons is Asia’s leading health and beauty retailer, currently operating over 4,000 stores and more than 1","Watsons is Asia’s leading health and beauty retailer, currently operating over 4,000 stores and more than 1,000 pharmacies in 12 Asian and European markets, including China (Mainland China, Hong Kong, Taiwan and Macau), Singapore, Thailand, Malaysia, the Philippines, Korea, Indonesia, Turkey and Ukraine.

Watsons continually sets the standards in the health, wellness and beauty market, providing personalised advice and counseling in health, beauty and personal care on top of its market-leading product range, making customers LOOK GOOD, FEEL GREAT every day. Since 2009, Watsons has been the No. 1 pharmacy/drugstore brand in Asia*. In Europe, Watsons is also the leading health and beauty retailer in the Ukraine.

At Watsons Malaysia, they want their customers to have more than just great looks and great health; they want them to have fun doing it! They are looking for passionate individuals to share their vision by constantly engaging their employees, customers, media and community through best-of-class business practices that set us apart from other retailers"
Travelstop,https://e27.co/startups/travelstop/,http://travelstop.com/,Singapore,"Software as a Service, Travel",,,,,,,Travelstop is a revolutionary platform aimed a,"Travelstop is a revolutionary platform aimed at modernising and simplifying business travel.

Travelstop is a SaaS platform that helps employees manage their business travel and expense management workflows.

We're a passionate team of problem solvers with significant experience in building scalable consumer travel and mobile platforms. Our team brings together expertise across product, design, and engineering from companies including Yahoo!, HomeAway and Expedia."
Algorithm,https://e27.co/startups/algorithm/,http://www.algorithm.digital/,Bangladesh,,2012-04-01,,,https://www.facebook.com/algorithmxyz/,,,"Algorithm is an Information Technology Company. At Algorithm we do Problem Solving,
Innovation, Research","Algorithm is an Information Technology Company. At Algorithm we do Problem Solving,
Innovation, Research & Development through Technology.

Algorithm simply means a process or set of rules to be followed in calculations or
other problem-solving operations, especially by a computer.
That's why we named it Algorithm which technically stands for Problem Solving
which is our mission & vision.

As all of you can see & understand that there are so many problems around
the world, country, nation, society & people. We have taken those problems
as a challenge for making solutions one by one slowly but surely.

Our main focus is on Problem Solution by Research & Development for making Innovation
for making a difference to the people's lives & the planet earth through out technology.
You'll be happy to know that we are already working on some problem solving &
started making an impact by our innovations.

We hope we'll carry on going our journey of
Innovation for impacting people's lives & making a difference to the planet via Algorithm."
Ratubanner,https://e27.co/startups/ratubanner/,http://ratubanner.info/,Indonesia,,,,,,,,,
"ANHUI ZHONGGONG TECHNOLOGY CO., LTD",https://e27.co/startups/anhui-zhonggong-technology-co-ltd/,https://www.zgtautoparts.com/,China,,,,,,,,,
JPMorgan Chase Bank,https://e27.co/startups/sameer-mitter-jpmorgan-chase-bank/,https://gust.com/companies/sameer-mitter,United Kingdom,,2011-07-01,,,http://www.twitter.com/MitterSameerhttps://www.linkedin.com/in/sameer-mitter-0ba60388/,,,Sameer Mitter works a,"Sameer Mitter works as a Project Manager in JPMorgan Chase Bank which is located in the United Kingdom. He is a great IT manager, JPMorgan Chase & Co has giving progressive financial techniques to their customers."
Career Naka,https://e27.co/startups/career-naka/,http://www.careernaka.com/,India,,2014-11-01,,,http://www.facebook.com/careernaka,,,Careernaka Helping students acros,"Careernaka Helping students across india make a smooth transition from campus life to work life or towards post-graduate studies. Careernaka, an online knowledgebase of articles related to careers, industries and skills for students and professionals. The Career Naka is a resource for career options, career exploration and planning."
Getright Solutions,https://e27.co/startups/getright-solutions/,http://www.getright.com.my/,Malaysia,"Design , Advertising, Mobile, Software as a Service, Agency & Consulting, Information & Communications Technology",2005-05-01,,19,http://www.twitter.com/mygetrighthttp://www.facebook.com/pages/Getright-Solutions/246425955518518http://www.linkedin.com/company/getright-solutions,,,"Founded in year 2005, Getright has been a software development innovator providing full-cycle high quality services to its customers in Asia, Middle East, Europe and America. From a modest b","Founded in year 2005, Getright has been a software development innovator providing full-cycle high quality services to its customers in Asia, Middle East, Europe and America. From a modest beginning of 3 engineers, they ave today evolved to become the preferred Development Partner for Software Product Companies globally and preferred IT Partner for end-clients.

From a modest beginning of 3 engineers, they have today evolved to become the preferred Development Partner for Software Product Companies globally and preferred IT Partner for end-clients.

Getright approaches the opportunities and challenges of the Internet with basic philosophy that the Internet represents a new paradigm for global business and personal communications. Although this medium has tremendous potential, its payoff can only be realized when effective business tools and facilities are created.

Getright strength is their people who bring a wide range of business, corporate, communications and technical skills to the project at hand.

Ensuring better services to their clients, they integrate marketing plans, promote the website on-line and off-line, and allow their clients to participate in on-line communities to get maximum exposure in the wired world.

Getright Solutions utilizes a conceptual foreground and background solutions approach within all projects. They helps people and businesses communicate better through its cutting-edge technology and IT integrated business solutions. By integrating IT into customers' business process, information needed for important decision making will be readily available, generating industry competitive advantage.

As a customer-focused company, they are serious in developing and delivering high-value software products, which meet the needs of their customers. They offer an unsurpassed array of quality services to meet with the individual needs of their clients."
Sportle,https://e27.co/startups/sportle/,http://www.sportle.tv/,United States of America,"Education, Entertainment, Media, Sports",2014-09-01,,4,https://www.linkedin.com/company/6429605?trk=tyah&trkInfo=clickedVertical%3Acompany%2CclickedEntityId%3A6429605%2Cidx%3A2-1-2%2CtarId%3A1453454246676%2Ctas%3Asportle,,,Sportle is,"Sportle is an entertainment platform focused on helping fans search for, find and watch live sporting events"
Y Academy Pte Ltd,https://e27.co/startups/y-academy-pte-ltd/,http://y.academy/,Singapore,"Education, Information & Communications Technology",2015-09-01,,4,http://www.twitter.com/yacademyasiahttps://www.facebook.com/yacademyasiahttps://www.linkedin.com/company/yacademy-asia,,,Yacademy prov,Yacademy provides Education for a Digital Future. With a broad range of offline and online courses in Digital Technologies & Innovation.
Emerald Colour,https://e27.co/startups/emerald-colour/,https://www.emeraldcolour.com/animation-agency,United Kingdom,,,,11,http://www.twitter.com/EmeraldColourhttps://en-gb.facebook.com/emeraldcolourltduk/https://www.linkedin.com/company/emerald-colour,,,Emerald Colour is a full-service digital design agency in London & Basin,"Emerald Colour is a full-service digital design agency in London & Basingstoke. every digital solution we design or build is created and developed with user experience in mind.

We make informed design decisions based on market sector, industry best practices and the target produce high-quality Litho, Digital, and Large format printing services.

we are an ISO accredited digital printing company, our clients trust us time and again with their brand collateral. We let our portfolio do the talking for us.

EC is a creative design agency, our belief in design and its ability to transform is why we do what we do. Our craft, attention to detail and contemporary culture adds value to brands. Balham, London and Basingstoke."
Relia Software,https://e27.co/startups/relia-software/,http://www.reliasoftware.com/,Vietnam,,,,16,http://www.twitter.com/ReliaSoftwarehttps://www.facebook.com/Relia-Software-1803769743260471/https://www.linkedin.com/company/relia-software/,,,Relia Software builds apps for startups and enterprises which,"Relia Software builds apps for startups and enterprises which ensure scalability, robustness and top-notch user experiences. 300+ apps have been developed since 2011 for both web and mobile platforms varying over 10+ industries gives an edge over the competition and a perfect product delivered to our clients.

Services:

Mobile App Development

Web App Development

UI/UX Design

Offshore Development Centre

Custom Software Development

MVP Development

AMP & PWA development


Technologies:

Ruby on Rails

.NET

Python

AngularJS

Node.js

ReactJS

VueJS

Swift, ObjectiveC - iOS

Android

React Native

Golang"
JAG Ideas Co. Ltd.,https://e27.co/startups/jag-ideas-co-ltd/,http://www.jag-hk.com/,Hong Kong,Social Enterprise,,,13,https://www.facebook.com/jaghk/https://www.linkedin.com/company/jag-ideas-co-ltd-,,,JAG specializes in social media,"JAG specializes in social media viral marketing and can mobilize over 350,000 of its members across Hong Kong, Taiwan and Australia to viral advertising messages on major social networks. JAG works with numerous multinational brands and corporations including Samsung, McDonald’s, Johnson & Johnson, P&G and many more."
Corporate360,https://e27.co/startups/corporate360/,http://www.corporate360.us/,Singapore,"Consumer, Big Data, Hardware, Advertising, Software as a Service, Information & Communications Technology",2012-02-01,,373,http://www.twitter.com/corporate360https://www.facebook.com/corporate360/info?ref=page_internalhttp://www.linkedin.com/company/1072734?trk=pro_other_cmpy,,,Corporate360 offers B2B marketing data & IT sales intelligence data services to hundreds of companies. Wi,"Corporate360 offers B2B marketing data & IT sales intelligence data services to hundreds of companies. With global offices in US, UK, Philippines, Singapore & India, the company employs over 70 data scientists focused on B2B marketing data services. C360 sales intelligence data services offers profiles of 300,000+ global company profiles with contact details, tech installation, sales & competitive intelligence covering Enterprise Applications, IT Hardware and Cloud.

C360 offers the next-generation sales intelligence platform for recommending sales leads. Their groundbreaking and powerful data-solution & services helps companies extract more value from their customer & target prospect data. They identify tangible new revenue opportunities, create actionable sales leads and improve business revenue.

Powered by BigData, Predictive Analytics and Human Intelligence, their data development methods are based on latest trends & innovations evolved through legacy system installations analysis, social data, buying patterns, behavioural data etc."
OFFAIR,https://e27.co/startups/offair/,http://mantan.co/offairid,Indonesia,"Enterprise Solution, E-commerce, Internet of Things, Human Resources, Media, Entertainment, Platform, Information & Communications Technology",2015-09-01,,,http://www.twitter.com/offairIDhttps://www.facebook.com/offairID/https://www.linkedin.com/in/fakhruddin-arrazi-552a8a40,,,"OFFAIR is the solution for eveyone to monetize their talent, with this platfom everybody c","OFFAIR is the solution for eveyone to monetize their talent, with this platfom everybody can sell their skill & chase their dream. As a marketplace we give one stop solution for everyone, from talent side or clienct side. Talent just signup to our polatform and upload their protofolio & Client just search what they need with filtering based on location, budget, gendre etc. The Good thing about this platform is, we will make daily & weekly article to help client to find recommended talent. And we will empowering our talent with online & offline activity. OFFAIR have bagde program, every single transaction talent will get point and they can redeem that point with badge. Example, if you collect 50 point you will get Video Clip badge and you can redeeem tnat to us. And we will make video clip for you or if you are the Top Score this year we can give you Super Bagde and bring you to Music Festival."
Rapid live chat operators uk,https://e27.co/startups/rapid-live-chat-operators-uk/,http://www.rapidlivechat.co.uk/,United Kingdom,Consumer,2008-02-01,,,,,,Need live c,"Need live chat operators for 24/7 on your websites, Get a FREE TRIAL period for 20 days with no cost or credit cards."
Sullivan Solar Power,https://e27.co/startups/sullivan-solar-power/,https://www.sullivansolarpower.com/,United States of America,Energy,,,68,http://www.twitter.com/SullivanSolarhttps://www.facebook.com/SullivanSolarPower/https://www.linkedin.com/company/sullivan-solar-power,,,Sullivan Solar Power is a licensed electrical contractor,"Sullivan Solar Power is a licensed electrical contractor specializing in turnkey design and installation of solar power systems. We use the highest quality North American-made products on the market today and remotely monitor every system installed to ensure production. Our portfolio consists of 29,000,000 watts of solar power across 5,000 systems ranging from small-scale residential to large commercial and municipal systems. Sullivan Solar Power is headquartered in San Diego, CA with offices in Riverside and Irvine to service all of Southern California."
SUNDAYTOZ,https://e27.co/startups/sundaytoz/,http://sundaytoz.com/,South Korea,"Gaming, Mobile, Software as a Service, Agency & Consulting",2009-07-01,,60,http://www.twitter.com/sundaytozhttp://ko-kr.facebook.com/sundaytozhttp://www.linkedin.com/company/sundaytoz,,,"Founded in January 2009, SundayToz is a leading social mobile games deve","Founded in January 2009, SundayToz is a leading social mobile games developer in Korea. They have published various social games on both social networks and mobile platforms including Kakao Talk, LINE, Apple AppStore, Google Play, Facebook, Mixi, Cyworld, and Naver. THey are the developer of hit games in Korea, Anipang for Kakao, Anipang 2 for Kakao, Anipang Mahjong for Kakao, Aqua Story for Kakao, as well as LINE Trio.

SundayToz values the sense of connectivity and endeavors to create games that embrace people. With over 28 million users, SundayToz will continue to lead the Korean social gaming industry as the No.1 developer. Furthermore, they will put our utmost effort to share their values with the global community."
SEO SELF HELP,https://e27.co/startups/seoselfhelp/,http://www.seoselfhelp.net/,Australia,,,,,,,,No ,No added Company description yet
IMMIN,https://e27.co/startups/immin/,,Singapore,Information & Communications Technology,2018-02-01,,,,,,No ,No added Company description yet
SEPOS Technologies Pvt Ltd,https://e27.co/startups/sepos-technologies-pvt-ltd/,https://www.s-epos.com/,,"E-commerce, Information & Communications Technology",,,,http://www.twitter.com/SeposTechhttps://www.facebook.com/SEPOSTechnologies/https://www.linkedin.com/in/sepos-technologies-a858a0155/,,,SEPOS Technologies has a team of experienced professionals and having its office in the,"SEPOS Technologies has a team of experienced professionals and having its office in the heart of Delhi who develops and design your business website and provide digital solution for your business in India. We have been providing our services to numerous companies to achieve their business expectations and desire results.
We are not just creating websites for our clients, we create brands. We believe in generating leads through your developed website. We are well aware about the demands of the international market, & provide you with the most reliable & cost effective web solutions. We know how to engage your targeted traffic and convert them into your paying customers. Our SEO friendly approach/ strategy will ensure more business through the website. As a leading website development company in Delhi, India offers complete internet marketing solutions to our clients."
Boscui,https://e27.co/startups/boscui/,http://boscui.com/,India,"Education, Software as a Service",,,1,http://www.twitter.com/Boscuiglobalhttps://www.facebook.com/Boscui.globalhttps://www.linkedin.com/company/sambhav-rating-and-reviews,,,"Boscui is a community based educational institutional rating and reviews platform.

Rateyourinstitute is","Boscui is a community based educational institutional rating and reviews platform.

Rateyourinstitute is a community based educational institutions rating and reviews platform which is by the community and for the community. The site does what students and parents have been doing forever - checking in with each other’s – friends, relatives, parents, teachers, other students – to figure out which school /institute to apply and get admissions.

We encourage our community to share their real life experiences to help everyone get the real insight about the Institution they are looking for. Our Community consists of current students, current and past teacher/faculty, parents, alumni and people who have been hiring students from these Institutions.

All the rating and reviews are given by the user and it is their own views. We don’t entertain any say from any institution in their rating and reviews. The Institution are also given as opportunity to reply to any negative review/comment to make it a really two way communication process."
Flitto,https://e27.co/startups/flitto/,http://www.flitto.com/,South Korea,"Consumer, Platform",2012-09-01,,112,http://www.twitter.com/Flitto_Inchttp://www.facebook.com/flittohttps://www.linkedin.com/company/flitto,,,"Flitto was founded in September 2012 and incubated in the Springboard London's (now Techstars London) Acceleration program, making it ","Flitto was founded in September 2012 and incubated in the Springboard London's (now Techstars London) Acceleration program, making it the first Asian company to be part of the Techstars network. The company has been growing rapidly and has been gaining attention worldwide as well, winning various competitions including the global startup competition Seedstars World held in Geneva (Switzerland), and the Innovative Tech Startup organized by Morrison Foerster (London). Morever, South Korean President Geun-hye Park also mentioned Flitto at the World Economic Forum held in Davos as an example of a successful story in South Korea's Creative Economy.

Flitto is a crowd-sourced translation platform that gives people the opportunity to enjoy the wolrd in their native language. The service provides a plat form that allows people to easily request translations for text, voice, to image to its 4 million users in 17 different languages. Additionally, users can find a variety of translated content like social media updates from celebrities, web comics, and online deals in their language. Flitto provides an open platform where anyone who speaks more than one language can become a translator and get compensated for his/her work. Users who translate on Flitto receive points, which they can use to donate, shop, or cash out at the Flitto Store."
MINTLY LLC,https://e27.co/startups/mintly-llc/,http://mintly.in/,India,,,,,,,,,
LCO Creation,https://e27.co/startups/lco-creation-singapore-pte-ltd/,http://lco-creation.sg/,Singapore,"Mobile, Software as a Service, Travel",2012-09-01,,,https://www.facebook.com/lcocreation,,,LCO is a travel technology company established in August 2012. It is funded by TechCube8 and Singapore’s NRF (Nation,"LCO is a travel technology company established in August 2012. It is funded by TechCube8 and Singapore’s NRF (National Research Foundation). Based in Singapore’s startup hub Block71, also known as BLK 71, they are expanding their business in the Asian market, primarily focusing on Japan.

LCO developed and manages “Travel Door”, a mobile app that provides travelers with useful information and services while traveling. Utilizing the technology we have developed through Travel Door, they also provide white label solutions for businesses.

Their vision is to create a “life-changing opportunity” by effectively balancing the impact of the Internet with real “face-to-face” communications. Although the world today, thanks to IT technology, allows us to interact with almost anyone, anywhere and anytime online, they believe the most effective means of communication is “face-to-face” interaction; and to “see” , “hear”, “talk” and “experience” new factors first hand. They hope to create a dynamic impact on the world by starting to make differences at the individual level- by creating “life-changing opportunities” for individuals and communities worldwide."
sareemandi,https://e27.co/startups/sareemandi/,http://www.sareemandi.com/,India,"Consumer, E-commerce",2011-02-01,,,http://www.twitter.com/SareeMandi1http://www.facebook.com/sareemandi1http://in.linkedin.com/pub/saree-mandi/66/3b4/258,,,"Sareemandi.com is an emerging online Shopping mart for buying Sarees, Salwar Kameez, Lehenga Sarees, Lehenga Choli and Kurt","Sareemandi.com is an emerging online Shopping mart for buying Sarees, Salwar Kameez, Lehenga Sarees, Lehenga Choli and Kurtis/Tunics. Browse through exquisite collection of Indian designer wears ranging from day to day wearable kurtis to elegant Indian wedding sarees designed for rarest moments of life. Latest Arrival Sarees, Designer Sarees, Salwar Kameez Designs for all occasions like Wedding, Casual Wear, Party Wears and more. Online shop for wedding bridal sarees, designer sarees, embroidered sarees, salwar kameez, bridal wedding lehengas, traditional sarees lehengas, embroidered salwar kameez, traditional salwar kameez, designer lehengas.

Shopping is safe and secure with saree mandi, they have 100% guaranteed express and hassle-free delivery so far. They deliver worldwide shipping to any part of world like India, United Kingdom, USA, UAE, Canada, New Zealand, Australia, Sri Lanka, Singapore, France, Germany, South Africa, Singapore, Malaysia, Switzerland etc.

So if you are planning to buy Saree, Salwar suits, Enticing Kurtis or Lehanga for any occassion like Wedding, Casuals, Party Wears and any type like designer, partywear, casual on online, then you are at the right place. Shop online with them today!"
Fostrom,https://e27.co/startups/fostrom/,http://fostrom.com/,Indonesia,"Big Data, Design , Advertising, Information & Communications Technology",,,,http://www.twitter.com/fostromhttps://www.facebook.com/Fostromdotcomhttps://www.linkedin.com/company/fostrom,,,Fostrom is a full-service creative technology agency with culti,"Fostrom is a full-service creative technology agency with cultivated expertise in design and user experience, technology, emerging media, digital strategy and analytics. Fostrom help companies build great brands and digitally-driven businesses by creating engaging experiences through innovative and interactive products and campaigns. With backgrounds that combine aspects of research, design, technology, and marketing, Fostrom is committed to creating first-rate work regardless of medium. As part of their work philosophy, Fostrom is a big believer in pervasive usability which can play a pivotal role in helping their clients grow."
Ola Cafe,https://e27.co/startups/ola-cafe/,https://www.olacabs.com/ola-cafe,India,"Consumer, E-commerce, Food & Beverage, Information & Communications Technology",,,,https://ng.linkedin.com/pub/ola-cafe/42/2a3/6a8,,,Ola Cafe will b,"Ola Cafe will bring the best of food, handpicked especially for you from top rated restaurants nearby. What’s new? All of that in less than 20 minutes!."
Aftershock PC,https://e27.co/startups/aftershock-pc/,https://www.aftershockpc.com/,Singapore,"E-commerce, Gaming, Hardware, Software as a Service, Information & Communications Technology",,,12,http://www.twitter.com/AFTERSHOCKPChttps://www.facebook.com/AfterShockPChttps://www.linkedin.com/company/aftershock-pc,,,"AFTERSHOCK PC, based in Singapore, is a team of hardware junkies, avid gamers and IT professionals ","AFTERSHOCK PC, based in Singapore, is a team of hardware junkies, avid gamers and IT professionals with the sole goal of providing custom gaming notebooks as well as gaming PCs with the highest performance. From assembling to testing your own beast of a machine, they will be there by your side to ensure that you get the system you love

AFTERSHOCK PC is a CLEVO's exclusive direct partner in Singapore and they aim to deliver products, services and standards at a world class level.

They believe that performance matters, and they tweak, test and benchmark every system to ensure that you only get industry-leading performance with an AFTERSHOCK

Their mission is to deliver the best custom gaming solutions experience in Singapore, and eventually Southeast Asia, and to help users build systems that will exceed their every expectation in performance and quality without having to shell out a fortune for it.

All systems are assembled and tested at the AFTERSHOCK PC labs in Singapore."
eatigo,https://e27.co/startups/eatigo/,http://www.eatigo.com/home/th/th/,Thailand,"Food & Beverage, Enterprise Solution, Information & Communications Technology",,,252,http://www.twitter.com/eatigosghttps://www.facebook.com/eatigo.thailand/?fref=photohttps://www.linkedin.com/company/3010393?trk=vsrp_companies_res_name&trkInfo=VSRPsearchId%3A4326177491449464574977%2CVSRPtargetId%3A3010393%2CVSRPcmpt%3Aprimary,,,Eatigo is the leading dining deals and restaurant reservation port,"Eatigo is the leading dining deals and restaurant reservation portal in Thailand and Singapore where users can enjoy real-time discount of up to 50% at every restaurant every day for free! Even the best dining destinations have empty tables and when eatigo connects empty stomachs with those empty tables diners never have to pay full price. By using their proprietary technology, you can search restaurant availability to find the time-deal combination that’s best for you. Simply visit their website www.eatigo.com or download eatigo app to start! Find a table you want, reserve it online for free and enjoy your deal with a special discount off the whole food bill!"
Bubbly,https://e27.co/startups/bubbly/,http://bubbly.net/,Singapore,"Mobile, Platform, Software as a Service, Information & Communications Technology",2005-02-01,,51,http://www.twitter.com/bubblyapphttps://www.facebook.com/bubblyapp?utm_source=Bubbly_Facebook&utm_medium=Site_Footer&utm_campaign=Facebook_Iconhttp://www.linkedin.com/company/bubble-motion,,,"Bubbly, previously known as Bubble Motion, is a pioneer in mobile social media. Bubbly’s product “Bubbly” ","Bubbly, previously known as Bubble Motion, is a pioneer in mobile social media. Bubbly’s product “Bubbly” is a social messaging service where people share text and voice updates with friends, family, fans and followers. Bubbly is like ‘Twitter with a voice’ and brings social networking to all mobile phones across Asia - and now with their latest iPhone and Android app version, Bubbly is available globally.

Bubbly has quickly grown to 30M+ users across Asia and is now quickly expanding past that with the launch of their smartphone app version. The latest release of their Bubbly app includes numerous voice filters that allows users to enhance and modify their voices. Many are now calling it the 'Instagram of voice'.

Bubbly is the only social service that works across feature phones and smartphones, connecting more than 40 million users worldwide and growing.

They work with telecom carriers in booming Asian markets to bring their unique voice social networking service to feature phones.

It is acquired by Altruist Technologies on August 22, 2014"
Survin it solutions,https://e27.co/startups/survin-it-solutions/,https://survinitsolutions.com/,India,,2018-04-01,,,,,,No ,No added Company description yet
Amit Vijay Classes,https://e27.co/startups/amit-vijay-classes/,https://amitvijayclasses.com/,India,,,,,,,,,
LINE Ventures,https://e27.co/startups/line-corporation/,http://linecorp.com/en/,Japan,"Consumer, Mobile, Information & Communications Technology",,,3097,http://www.twitter.com/line_globalhttps://www.facebook.com/line.worldwidehttps://www.linkedin.com/company/line-,,,"LINE Corporation is based in Japan. It was renamed from NHN Japan Corporation on April 1, 2013, and operat","LINE Corporation is based in Japan. It was renamed from NHN Japan Corporation on April 1, 2013, and operates the LINE, NAVER matome, and livedoor web service businesses. Since launching LINE in June 2011, LINE Corporation has placed the core of its business upon the service and actively pushed for the further expansion of the service on a global scale, as well as accelerating the development of LINE as a platform.

It develops calling and messaging applications for mobile phones in Japan and internationally. It offers LINE, a smartphone application that allows users to make free calls and messaging with other users regardless of which mobile network provider they are using. The company also offers NAVER, a search communication service; NAVER Matome, a user-participatory curation platform; Livedoor, a portal site; livedoor Blog, a blogging service; and livedoor News that provides information gathered from various news sources, as well as a range of advertising products. In addition, it operates LINE GAME, a platform that lets LINE users to play games."
iFour Technolab Pvt. Ltd.,https://e27.co/startups/ifour-technolab-pvt-ltd/,https://www.ifourtechnolab.com/,India,"Blockchain, Software as a Service",2013-06-01,,110,http://www.twitter.com/consultifourhttp://www.facebook.com/ifourtechnolabhttp://www.linkedin.com/company/ifourtechnolab,,,"Our Vision

To provide complete, competitive and sustainable solutions IT challenges. We ai","Our Vision

To provide complete, competitive and sustainable solutions IT challenges. We aim to simplify the clients demands with effective and personalized IT services and solutions.

Our Mission

Provide custom, secure, reliable and scalable IT solutions based on clients' business and environment.
Integrate technology seamlessly with client’s business requirements.
Benefit our clients commercially in long term through our services.
Evolve constantly and provide sustainable solutions to meet client’s expectations in multi-faceted IT environment.

Core Values
Implementation with Intellect and Ideas yields an Ideal Solution.

Sustainability
Integrity
Quality
Innovation

Accelerate your business productivity and profitability, improve your competitive edge significantly by efficient operations, optimized business processes and greater and continuous support with our sustainable outsourcing solutions."
Procenter,https://e27.co/startups/procenter/,https://www.procenter.co.ao/,Angola,,,,48,http://www.twitter.com/procenterhttp://www.facebook.com/procenteroficial/http://www.linkedin.com/company/procenter/,,,Procenter is a comp,"Procenter is a company that bets on the distribution of Consumables for Offices, IT, School and Graphic Production, through the Corporate channels and Distribution Network (Physical Stores)."
Own Games,https://e27.co/startups/own-games/,http://www.own-games.com/,Indonesia,"Design , Entertainment, Gaming, Agency & Consulting, Information & Communications Technology",,,,http://www.twitter.com/owngameshttps://www.facebook.com/owngames,,,"Own Games, a game developer company based in Bandung, West Java, Indonesia. They are a ","Own Games, a game developer company based in Bandung, West Java, Indonesia. They are a team consist of 5 highly talented individuals with a strong Information Technology and Design backgrounds. Until May 2014, they have published the total of 10 titles across Windows Phone Store, Nokia Store, Nokia X, and Blackberry App World. From those games, they have been able to generate more than 4 Millions download across the globe!

Started as a hobby by its founder in late 2011, Own Games was designed to be an alternative and unique games developer for Indonesian Market. Along with Own Games' success in lots of developing countries' market, Own Games has changed their vision and mission to become one of the best game developer in the world. Thus, Own Games has transformed from just a hobby into the legal company in 1st April 2013 under the name of CV Viriya Jaya Bersama."
Pappco Greenware,https://e27.co/startups/pappco-greenware/,https://www.pappcoindia.com/,India,Energy,,,,https://www.facebook.com/Pappco,,,Pappco Greenware is a step towards a greener India. Th,"Pappco Greenware is a step towards a greener India. They are here to provide green solutions for the simpler products that we use in our daily lives and businesses.

With a products range made from 100% compostable plant based raw materials they are providing low impact and non toxic products for your food packaging needs.

Next time you see a styrofoam plate on the road, between the train tracks, in the mountains or anywhere - just think none of that would be there if you were buying green in the first place. GO GREEN-BUY LESS-WASTE LESS"
Yupple Technologies,https://e27.co/startups/yupple-technologies/,https://www.yuppletech.com/,India,,,,,,,,,
Sido Muncul,https://e27.co/startups/sido-muncul/,http://sidomuncul.com/,Indonesia,Healthtech,,,,http://www.twitter.com/Sidomuncul_Corp,,,Sido Muncul,Sido Muncul (IDX: SIDO) is a herb and pharmacy company which provides traditional herbs with sophisticated technology.
GameXS,https://e27.co/startups/gamexs/,http://www.gamexs.in/,India,"Consumer, E-commerce, Entertainment, Gaming, Information & Communications Technology",2012-05-01,,8,http://www.twitter.com/GameXShttps://www.facebook.com/gamexshttps://www.linkedin.com/company/gamexs,,,GameXS is a gaming focused e-commerce company in India with the aim to enable Indian gamers to simply play more. By enabling gamers to se,"GameXS is a gaming focused e-commerce company in India with the aim to enable Indian gamers to simply play more. By enabling gamers to seamlessly buy and sell their video games, they help them achieve up to 80% savings on their gaming costs and help them play more.

GameXS.in, pronounced Game'Excess'.in, is an online store dedicated to gaming and gamers in India. They created GameXS.in with the aim to allow Indian gamers do just what the name says i.e. Simply Play More. With a massive collection of new and pre-owned games, they at GameXS.in are determined to create a destination where you can get the games of your choice, whenever you want them.

They are not a video game rental service. They do not provide Xbox 360 or PS3 games on rent. They neither support nor deal in pirated games and modded consoles. All games sold at GameXS.in are original and guaranteed to be working perfectly.

They are in no way anti-developers. They focus on pre-owned games market to promote the culture of console gaming in India and make it a more lucrative market for both domestic and international developers/publishers.

Founded by IIT graduates, a Krieda Solutions Pvt. Ltd. initiative, GameXS.in’s mission is to promote the culture of gaming in India, for they believe it is the highest form of entertainment!! They have taken it upon themselves to get you back to your consoles."
FazWaz Property,https://e27.co/startups/fazwaz-com/,https://www.fazwaz.com/,Thailand,"Advertising, Agency & Consulting, Information & Communications Technology, Real Estate",2013-10-01,,29,http://www.twitter.com/FazWazPropertyhttps://www.facebook.com/fazwazpropertyhttps://www.linkedin.com/company/fazwaz,,,FazWaz is the leading real estate marketplace in Tha,"FazWaz is the leading real estate marketplace in Thailand dedicated to empowering consumers with data, inspiration and knowledge needed to make better-informed property decisions. FazWaz was founded on the principles of transparency and efficiency and everything they do aims to make the market more effective for both property consumers and real estate professionals alike. FazWaz is expanding and entering new markets at a rapid pace, but they don’t announce which locations until they are fully ready to serve customers."
mChamp,https://e27.co/startups/mchamp/,http://m.mchamp.in/,Indonesia,Social Enterprise,,,,,,,DataMagic the owner and operator of mC,"DataMagic the owner and operator of mChamp is incorporated in India with its registered office address at Mumbai, Maharashtra, India. mChamp is the One Stop Place to Play any Contest and win prizes. You can check Winners Gallery of mChamp to see the list of winners and prizes won by them.

Simply start playing and you may even win a chance to meet your favorite celebrity in your city."
Finnovationz,https://e27.co/startups/finnovationz/,https://www.finnovationz.com/,India,,,,,,,,,
